,ID,Name,Age,Photo,Nationality,Flag,Potential,Club Logo,Value,Special,Preferred Foot,International Reputation,Weak Foot,Skill Moves,Real Face,Jersey Number,Joined,Height,Weight,LS,ST,RS,LW,LF,CF,RF,RW,LAM,CAM,RAM,LM,LCM,CM,RCM,RM,LWB,LDM,CDM,RDM,RWB,LB,LCB,CB,RCB,RB,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes,WorkFront,WorkBack
10396,216693,J. Duque,27,https://cdn.sofifa.org/players/4/19/216693.png,Colombia,https://cdn.sofifa.org/flags/56.png,66,https://cdn.sofifa.org/teams/2/light/112019.png,500000.0,1682,Left,1.0,3.0,2.0,No,7.0,"Aug 31, 2018",5.8,63.18,51.0,51.0,51.0,57.0,53.0,53.0,53.0,57.0,54.0,54.0,54.0,58.0,55.0,55.0,55.0,58.0,65.0,61.0,61.0,61.0,65.0,66.0,65.0,65.0,65.0,66.0,64.0,33.0,52.0,47.0,40.0,65.0,55.0,39.0,59.0,55.0,66.0,70.0,77.0,64.0,77.0,35.0,88.0,71.0,62.0,41.0,61.0,65.0,50.0,36.0,48.0,31.0,62.0,66.0,72.0,15.0,10.0,15.0,12.0,10.0,Medium, Medium
10058,207646,P. Sweeney,23,https://cdn.sofifa.org/players/4/19/207646.png,Republic of Ireland,https://cdn.sofifa.org/flags/25.png,69,https://cdn.sofifa.org/teams/2/light/143.png,575000.0,1657,Right,1.0,3.0,2.0,No,2.0,"Jul 28, 2016",5.10,80.0,55.0,55.0,55.0,58.0,56.0,56.0,56.0,58.0,57.0,57.0,57.0,61.0,59.0,59.0,59.0,61.0,65.0,63.0,63.0,63.0,65.0,65.0,64.0,64.0,64.0,65.0,60.0,35.0,58.0,59.0,35.0,58.0,45.0,30.0,54.0,60.0,72.0,74.0,58.0,58.0,67.0,50.0,75.0,81.0,73.0,34.0,63.0,61.0,51.0,54.0,50.0,54.0,61.0,63.0,62.0,8.0,14.0,15.0,7.0,12.0,Medium, High
1396,230528,Rafael Cachoira,30,https://cdn.sofifa.org/players/4/19/230528.png,Brazil,https://cdn.sofifa.org/flags/54.png,76,https://cdn.sofifa.org/teams/2/light/111048.png,5500000.0,1727,Right,1.0,3.0,2.0,No,3.0,"Jan 1, 2018",6.2,84.09,56.0,56.0,56.0,54.0,54.0,54.0,54.0,54.0,55.0,55.0,55.0,57.0,61.0,61.0,61.0,57.0,68.0,73.0,73.0,73.0,68.0,70.0,76.0,76.0,76.0,70.0,56.0,30.0,73.0,66.0,49.0,58.0,62.0,49.0,76.0,62.0,49.0,60.0,51.0,67.0,53.0,60.0,51.0,61.0,83.0,42.0,84.0,75.0,40.0,36.0,42.0,70.0,82.0,77.0,73.0,12.0,12.0,12.0,13.0,11.0,Medium, Medium
16658,246261,J. Zea,19,https://cdn.sofifa.org/players/4/19/246261.png,Colombia,https://cdn.sofifa.org/flags/56.png,73,https://cdn.sofifa.org/teams/2/light/101102.png,220000.0,1402,Right,1.0,3.0,2.0,No,14.0,"Oct 28, 2018",5.9,70.0,57.0,57.0,57.0,56.0,57.0,57.0,57.0,56.0,55.0,55.0,55.0,54.0,48.0,48.0,48.0,54.0,41.0,38.0,38.0,38.0,41.0,39.0,35.0,35.0,35.0,39.0,36.0,58.0,53.0,49.0,48.0,55.0,42.0,40.0,38.0,51.0,72.0,67.0,65.0,55.0,75.0,60.0,67.0,53.0,48.0,52.0,41.0,20.0,54.0,50.0,58.0,47.0,23.0,15.0,19.0,7.0,7.0,10.0,8.0,6.0,Medium, Medium
10711,241089,C. Bayala,22,https://cdn.sofifa.org/players/4/19/241089.png,Burkina Faso,https://cdn.sofifa.org/flags/101.png,72,https://cdn.sofifa.org/teams/2/light/64.png,750000.0,1601,Right,1.0,3.0,3.0,No,31.0,"Aug 31, 2017",5.11,68.18,64.0,64.0,64.0,66.0,65.0,65.0,65.0,66.0,64.0,64.0,64.0,65.0,58.0,58.0,58.0,65.0,53.0,49.0,49.0,49.0,53.0,50.0,44.0,44.0,44.0,50.0,60.0,60.0,46.0,61.0,51.0,65.0,60.0,41.0,50.0,63.0,79.0,80.0,70.0,60.0,63.0,70.0,54.0,63.0,69.0,52.0,42.0,27.0,64.0,61.0,52.0,61.0,38.0,29.0,27.0,7.0,13.0,6.0,8.0,10.0,High, Medium
13861,239337,R. Herrmann,24,https://cdn.sofifa.org/players/4/19/239337.png,Germany,https://cdn.sofifa.org/flags/21.png,65,https://cdn.sofifa.org/teams/2/light/506.png,375000.0,1562,Left,1.0,3.0,3.0,No,38.0,"Jul 10, 2018",5.11,72.27,57.0,57.0,57.0,62.0,59.0,59.0,59.0,62.0,60.0,60.0,60.0,62.0,54.0,54.0,54.0,62.0,50.0,46.0,46.0,46.0,50.0,47.0,42.0,42.0,42.0,47.0,65.0,49.0,44.0,60.0,49.0,67.0,68.0,65.0,56.0,61.0,76.0,77.0,73.0,43.0,71.0,54.0,69.0,56.0,63.0,44.0,45.0,24.0,54.0,53.0,50.0,49.0,38.0,25.0,24.0,6.0,10.0,6.0,5.0,12.0,Medium, Medium
8942,231973,D. Acosta,20,https://cdn.sofifa.org/players/4/19/231973.png,United States,https://cdn.sofifa.org/flags/95.png,79,https://cdn.sofifa.org/teams/2/light/111065.png,1100000.0,1799,Left,1.0,3.0,3.0,No,25.0,"Dec 29, 2015",5.11,77.27,60.0,60.0,60.0,62.0,61.0,61.0,61.0,62.0,62.0,62.0,62.0,64.0,63.0,63.0,63.0,64.0,67.0,66.0,66.0,66.0,67.0,67.0,66.0,66.0,66.0,67.0,61.0,39.0,58.0,69.0,49.0,65.0,60.0,66.0,58.0,63.0,72.0,77.0,67.0,55.0,63.0,63.0,69.0,74.0,68.0,54.0,70.0,65.0,59.0,51.0,61.0,57.0,65.0,66.0,62.0,15.0,6.0,7.0,12.0,10.0,Medium, Medium
4841,135190,M. Liendl,32,https://cdn.sofifa.org/players/4/19/135190.png,Austria,https://cdn.sofifa.org/flags/4.png,70,https://cdn.sofifa.org/teams/2/light/111822.png,1300000.0,1887,Left,1.0,3.0,3.0,No,10.0,"Jul 1, 2018",5.9,74.09,66.0,66.0,66.0,69.0,69.0,69.0,69.0,69.0,71.0,71.0,71.0,69.0,70.0,70.0,70.0,69.0,63.0,64.0,64.0,64.0,63.0,61.0,57.0,57.0,57.0,61.0,68.0,66.0,46.0,73.0,69.0,67.0,81.0,71.0,69.0,71.0,64.0,53.0,72.0,70.0,68.0,75.0,66.0,68.0,58.0,72.0,58.0,58.0,64.0,74.0,80.0,73.0,47.0,53.0,50.0,14.0,9.0,12.0,12.0,9.0,Medium, Medium
965,230463,Simão Acunha,30,https://cdn.sofifa.org/players/4/19/230463.png,Brazil,https://cdn.sofifa.org/flags/54.png,77,https://cdn.sofifa.org/teams/2/light/1035.png,8500000.0,1903,Right,1.0,2.0,4.0,No,20.0,"Jan 1, 2018",5.10,71.36,72.0,72.0,72.0,77.0,76.0,76.0,76.0,77.0,78.0,78.0,78.0,77.0,74.0,74.0,74.0,77.0,62.0,60.0,60.0,60.0,62.0,58.0,49.0,49.0,49.0,58.0,74.0,66.0,60.0,79.0,67.0,76.0,87.0,61.0,73.0,78.0,83.0,77.0,81.0,78.0,74.0,71.0,64.0,73.0,64.0,72.0,48.0,45.0,67.0,80.0,67.0,71.0,30.0,32.0,22.0,7.0,12.0,11.0,12.0,12.0,High, Low
17657,11430,J. McCombe,35,https://cdn.sofifa.org/players/4/19/11430.png,England,https://cdn.sofifa.org/flags/14.png,53,https://cdn.sofifa.org/teams/2/light/149.png,10000.0,1000,Right,1.0,2.0,2.0,No,27.0,"Jan 28, 2016",6.5,79.09,33.0,33.0,33.0,27.0,29.0,29.0,29.0,27.0,29.0,29.0,29.0,29.0,35.0,35.0,35.0,29.0,40.0,46.0,46.0,46.0,40.0,43.0,53.0,53.0,53.0,43.0,24.0,23.0,56.0,38.0,21.0,16.0,20.0,21.0,43.0,30.0,20.0,29.0,23.0,54.0,22.0,21.0,29.0,32.0,76.0,18.0,55.0,47.0,20.0,19.0,31.0,43.0,51.0,51.0,53.0,6.0,14.0,12.0,11.0,14.0,Medium, Medium
14466,236471,M. Kaasa,20,https://cdn.sofifa.org/players/4/19/236471.png,Norway,https://cdn.sofifa.org/flags/36.png,74,https://cdn.sofifa.org/teams/2/light/1456.png,475000.0,1628,Right,1.0,3.0,3.0,No,17.0,"Sep 14, 2016",5.9,60.0,57.0,57.0,57.0,62.0,61.0,61.0,61.0,62.0,63.0,63.0,63.0,63.0,62.0,62.0,62.0,63.0,59.0,58.0,58.0,58.0,59.0,58.0,53.0,53.0,53.0,58.0,49.0,45.0,49.0,63.0,52.0,67.0,56.0,48.0,59.0,64.0,71.0,69.0,80.0,62.0,80.0,50.0,52.0,66.0,50.0,39.0,40.0,50.0,59.0,62.0,45.0,60.0,48.0,53.0,50.0,11.0,10.0,6.0,11.0,12.0,Medium, Medium
12942,228573,P. Wilson,21,https://cdn.sofifa.org/players/4/19/228573.png,Sweden,https://cdn.sofifa.org/flags/46.png,73,https://cdn.sofifa.org/teams/2/light/1596.png,600000.0,1599,Right,1.0,2.0,2.0,No,30.0,"Jan 1, 2015",6.0,74.09,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,62.0,62.0,62.0,63.0,55.0,55.0,55.0,63.0,49.0,46.0,46.0,46.0,49.0,47.0,43.0,43.0,43.0,47.0,45.0,64.0,54.0,56.0,54.0,62.0,49.0,35.0,48.0,62.0,84.0,83.0,75.0,61.0,73.0,57.0,79.0,70.0,67.0,55.0,45.0,17.0,64.0,52.0,48.0,60.0,52.0,18.0,14.0,8.0,12.0,9.0,14.0,13.0,Medium, Medium
2321,225403,I. Kahveci,22,https://cdn.sofifa.org/players/4/19/225403.png,Turkey,https://cdn.sofifa.org/flags/48.png,78,https://cdn.sofifa.org/teams/2/light/101014.png,7500000.0,1915,Left,1.0,4.0,4.0,No,23.0,"Jan 4, 2017",5.9,67.27,70.0,70.0,70.0,73.0,74.0,74.0,74.0,73.0,74.0,74.0,74.0,74.0,72.0,72.0,72.0,74.0,64.0,64.0,64.0,64.0,64.0,62.0,58.0,58.0,58.0,62.0,59.0,65.0,55.0,74.0,60.0,78.0,77.0,75.0,72.0,77.0,76.0,78.0,75.0,71.0,79.0,70.0,58.0,71.0,62.0,65.0,65.0,52.0,67.0,72.0,54.0,71.0,49.0,49.0,43.0,13.0,14.0,15.0,15.0,10.0,High, Medium
9377,199815,S. Mantom,26,https://cdn.sofifa.org/players/4/19/199815.png,England,https://cdn.sofifa.org/flags/14.png,68,https://cdn.sofifa.org/teams/2/light/1954.png,775000.0,1736,Right,1.0,3.0,2.0,No,18.0,"Jun 22, 2018",5.9,70.0,63.0,63.0,63.0,64.0,64.0,64.0,64.0,64.0,65.0,65.0,65.0,64.0,66.0,66.0,66.0,64.0,63.0,64.0,64.0,64.0,63.0,62.0,61.0,61.0,61.0,62.0,56.0,58.0,55.0,67.0,46.0,60.0,63.0,59.0,65.0,66.0,64.0,60.0,66.0,64.0,70.0,69.0,64.0,74.0,67.0,65.0,60.0,59.0,58.0,66.0,59.0,67.0,57.0,58.0,56.0,1.0,1.0,1.0,1.0,1.0,Medium, Medium
158,230375,Josué Chiamulera,26,https://cdn.sofifa.org/players/4/19/230375.png,Brazil,https://cdn.sofifa.org/flags/54.png,83,https://cdn.sofifa.org/teams/2/light/1629.png,22500000.0,1894,Right,1.0,3.0,2.0,No,4.0,"Jan 1, 2018",6.1,80.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,63.0,66.0,66.0,66.0,63.0,76.0,78.0,78.0,78.0,76.0,79.0,83.0,83.0,83.0,79.0,40.0,38.0,83.0,74.0,44.0,56.0,45.0,49.0,61.0,70.0,83.0,78.0,77.0,85.0,68.0,53.0,69.0,76.0,73.0,41.0,88.0,84.0,38.0,42.0,56.0,71.0,85.0,87.0,82.0,16.0,15.0,13.0,15.0,10.0,Medium, Medium
15383,241186,V. Kušej,18,https://cdn.sofifa.org/players/4/19/241186.png,Czech Republic,https://cdn.sofifa.org/flags/12.png,77,https://cdn.sofifa.org/teams/2/light/503.png,325000.0,1482,Left,1.0,3.0,2.0,No,32.0,"Sep 8, 2017",5.6,65.0,58.0,58.0,58.0,61.0,61.0,61.0,61.0,61.0,60.0,60.0,60.0,59.0,52.0,52.0,52.0,59.0,44.0,38.0,38.0,38.0,44.0,41.0,33.0,33.0,33.0,41.0,45.0,61.0,42.0,53.0,50.0,60.0,51.0,55.0,35.0,62.0,77.0,70.0,79.0,51.0,91.0,51.0,63.0,56.0,37.0,49.0,26.0,20.0,64.0,58.0,64.0,43.0,22.0,18.0,16.0,11.0,15.0,6.0,13.0,11.0,Medium, Low
13339,241488,Sillero,20,https://cdn.sofifa.org/players/4/19/241488.png,Spain,https://cdn.sofifa.org/flags/45.png,74,https://cdn.sofifa.org/teams/2/light/448.png,475000.0,1594,Right,1.0,2.0,2.0,No,33.0,"Jul 1, 2017",5.9,79.09,53.0,53.0,53.0,55.0,54.0,54.0,54.0,55.0,54.0,54.0,54.0,56.0,54.0,54.0,54.0,56.0,62.0,59.0,59.0,59.0,62.0,63.0,61.0,61.0,61.0,63.0,56.0,39.0,52.0,57.0,32.0,49.0,38.0,39.0,40.0,51.0,72.0,71.0,65.0,63.0,72.0,56.0,66.0,65.0,61.0,41.0,60.0,64.0,49.0,48.0,44.0,52.0,55.0,61.0,63.0,15.0,14.0,15.0,7.0,14.0,Medium, Medium
13294,199235,Jo Jae Cheol,32,https://cdn.sofifa.org/players/4/19/199235.png,Korea Republic,https://cdn.sofifa.org/flags/167.png,62,https://cdn.sofifa.org/teams/2/light/111588.png,230000.0,1778,Right,1.0,3.0,2.0,No,21.0,"Jan 1, 2018",5.9,63.18,63.0,63.0,63.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,63.0,63.0,63.0,63.0,63.0,61.0,61.0,61.0,61.0,61.0,60.0,60.0,60.0,60.0,60.0,55.0,62.0,52.0,62.0,42.0,61.0,64.0,66.0,62.0,67.0,66.0,70.0,67.0,60.0,85.0,67.0,70.0,55.0,60.0,61.0,61.0,61.0,56.0,61.0,66.0,67.0,55.0,54.0,55.0,10.0,10.0,6.0,15.0,14.0,Medium, High
8594,216025,G. Navarrete,23,https://cdn.sofifa.org/players/4/19/216025.png,Chile,https://cdn.sofifa.org/flags/55.png,74,https://cdn.sofifa.org/teams/2/light/112116.png,1100000.0,1644,Right,1.0,3.0,2.0,No,14.0,"Jul 5, 2018",5.9,70.0,59.0,59.0,59.0,66.0,64.0,64.0,64.0,66.0,67.0,67.0,67.0,66.0,64.0,64.0,64.0,66.0,56.0,55.0,55.0,55.0,56.0,53.0,48.0,48.0,48.0,53.0,60.0,46.0,34.0,72.0,41.0,66.0,56.0,68.0,62.0,61.0,68.0,71.0,80.0,61.0,73.0,55.0,41.0,57.0,62.0,52.0,43.0,25.0,69.0,75.0,61.0,62.0,51.0,48.0,38.0,7.0,9.0,8.0,15.0,9.0,Medium, Low
10642,236467,F. Götze,20,https://cdn.sofifa.org/players/4/19/236467.png,Germany,https://cdn.sofifa.org/flags/21.png,79,https://cdn.sofifa.org/teams/2/light/100409.png,1100000.0,1474,Right,1.0,2.0,3.0,No,4.0,"Jul 1, 2018",6.1,78.18,47.0,47.0,47.0,47.0,46.0,46.0,46.0,47.0,49.0,49.0,49.0,49.0,53.0,53.0,53.0,49.0,59.0,61.0,61.0,61.0,59.0,61.0,65.0,65.0,65.0,61.0,36.0,28.0,67.0,62.0,34.0,43.0,30.0,28.0,51.0,47.0,55.0,60.0,68.0,57.0,64.0,42.0,63.0,59.0,70.0,29.0,55.0,59.0,28.0,50.0,30.0,49.0,64.0,70.0,69.0,13.0,13.0,11.0,12.0,7.0,Medium, Medium
14747,243747,J. Zickert,20,https://cdn.sofifa.org/players/4/19/243747.png,Germany,https://cdn.sofifa.org/flags/21.png,72,https://cdn.sofifa.org/teams/2/light/162.png,325000.0,1683,Right,1.0,4.0,2.0,No,6.0,"Jul 1, 2015",6.0,75.0,56.0,56.0,56.0,58.0,58.0,58.0,58.0,58.0,59.0,59.0,59.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,59.0,59.0,59.0,59.0,59.0,44.0,36.0,46.0,61.0,43.0,60.0,59.0,45.0,59.0,61.0,79.0,75.0,71.0,51.0,74.0,66.0,81.0,69.0,66.0,50.0,67.0,56.0,49.0,59.0,36.0,45.0,53.0,59.0,52.0,13.0,14.0,9.0,7.0,13.0,High, Medium
394,172522,D. Wass,29,https://cdn.sofifa.org/players/4/19/172522.png,Denmark,https://cdn.sofifa.org/flags/13.png,81,https://cdn.sofifa.org/teams/2/light/461.png,17000000.0,2158,Right,2.0,3.0,4.0,Yes,18.0,"Jul 10, 2018",5.11,74.09,78.0,78.0,78.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,81.0,81.0,81.0,81.0,81.0,79.0,78.0,78.0,78.0,79.0,78.0,73.0,73.0,73.0,78.0,78.0,74.0,67.0,82.0,71.0,80.0,83.0,85.0,79.0,81.0,74.0,76.0,79.0,80.0,63.0,86.0,59.0,90.0,70.0,77.0,62.0,75.0,73.0,81.0,64.0,73.0,70.0,74.0,69.0,11.0,9.0,10.0,13.0,13.0,High, Medium
4073,235554,I. Sacko,20,https://cdn.sofifa.org/players/4/19/235554.png,France,https://cdn.sofifa.org/flags/18.png,81,https://cdn.sofifa.org/teams/2/light/72.png,3900000.0,1791,Right,1.0,3.0,3.0,No,18.0,"Jan 27, 2018",6.0,70.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,70.0,65.0,65.0,65.0,70.0,57.0,54.0,54.0,54.0,57.0,56.0,51.0,51.0,51.0,56.0,60.0,70.0,68.0,67.0,65.0,71.0,51.0,55.0,55.0,70.0,79.0,81.0,84.0,61.0,71.0,74.0,60.0,60.0,62.0,69.0,47.0,34.0,69.0,69.0,75.0,68.0,30.0,46.0,39.0,8.0,8.0,7.0,12.0,14.0,Medium, Medium
16545,231603,J. Adelson,22,https://cdn.sofifa.org/players/4/19/231603.png,Australia,https://cdn.sofifa.org/flags/195.png,67,https://cdn.sofifa.org/teams/2/light/111398.png,140000.0,1415,Right,1.0,3.0,2.0,No,29.0,"Jul 26, 2017",6.1,78.18,48.0,48.0,48.0,52.0,49.0,49.0,49.0,52.0,49.0,49.0,49.0,53.0,49.0,49.0,49.0,53.0,58.0,53.0,53.0,53.0,58.0,58.0,55.0,55.0,55.0,58.0,53.0,34.0,44.0,49.0,27.0,48.0,28.0,25.0,37.0,55.0,72.0,73.0,72.0,53.0,61.0,29.0,63.0,82.0,71.0,37.0,50.0,49.0,42.0,34.0,32.0,54.0,51.0,56.0,47.0,8.0,12.0,7.0,6.0,8.0,Medium, Medium
13363,235607,T. Rocha,24,https://cdn.sofifa.org/players/4/19/235607.png,United States,https://cdn.sofifa.org/flags/95.png,67,https://cdn.sofifa.org/teams/2/light/112606.png,350000.0,1735,Right,1.0,3.0,2.0,No,8.0,"Aug 4, 2016",5.9,75.0,57.0,57.0,57.0,56.0,57.0,57.0,57.0,56.0,57.0,57.0,57.0,58.0,59.0,59.0,59.0,58.0,62.0,63.0,63.0,63.0,62.0,63.0,64.0,64.0,64.0,63.0,45.0,42.0,59.0,59.0,51.0,51.0,47.0,55.0,58.0,55.0,68.0,71.0,64.0,58.0,71.0,68.0,68.0,76.0,64.0,60.0,76.0,66.0,51.0,55.0,63.0,59.0,60.0,60.0,61.0,6.0,11.0,14.0,15.0,7.0,Medium, High
3527,239718,H. Bandé,19,https://cdn.sofifa.org/players/4/19/239718.png,Burkina Faso,https://cdn.sofifa.org/flags/101.png,84,https://cdn.sofifa.org/teams/2/light/245.png,5500000.0,1749,Right,1.0,4.0,3.0,No,18.0,"Jul 1, 2018",5.10,68.18,71.0,71.0,71.0,73.0,73.0,73.0,73.0,73.0,72.0,72.0,72.0,72.0,65.0,65.0,65.0,72.0,54.0,52.0,52.0,52.0,54.0,51.0,46.0,46.0,46.0,51.0,57.0,73.0,55.0,68.0,67.0,77.0,48.0,28.0,52.0,72.0,83.0,85.0,84.0,70.0,74.0,70.0,75.0,70.0,62.0,67.0,61.0,27.0,66.0,64.0,62.0,63.0,22.0,41.0,12.0,7.0,9.0,15.0,15.0,11.0,High, Medium
4769,211204,D. John,23,https://cdn.sofifa.org/players/4/19/211204.png,Wales,https://cdn.sofifa.org/flags/50.png,78,https://cdn.sofifa.org/teams/2/light/1960.png,2200000.0,1861,Left,1.0,3.0,3.0,No,24.0,"Aug 9, 2018",5.10,75.0,65.0,65.0,65.0,70.0,67.0,67.0,67.0,70.0,67.0,67.0,67.0,71.0,65.0,65.0,65.0,71.0,71.0,66.0,66.0,66.0,71.0,70.0,64.0,64.0,64.0,70.0,72.0,54.0,54.0,68.0,46.0,74.0,68.0,46.0,62.0,70.0,89.0,87.0,87.0,65.0,83.0,67.0,57.0,75.0,63.0,52.0,56.0,65.0,57.0,50.0,60.0,61.0,55.0,66.0,65.0,12.0,7.0,12.0,7.0,10.0,High, Medium
4842,203798,F. Seymour,30,https://cdn.sofifa.org/players/4/19/203798.png,Chile,https://cdn.sofifa.org/flags/55.png,70,https://cdn.sofifa.org/teams/2/light/15029.png,1600000.0,1903,Right,1.0,3.0,3.0,No,14.0,"Jul 6, 2017",5.9,78.18,65.0,65.0,65.0,67.0,67.0,67.0,67.0,67.0,68.0,68.0,68.0,69.0,70.0,70.0,70.0,69.0,71.0,72.0,72.0,72.0,71.0,70.0,69.0,69.0,69.0,70.0,66.0,50.0,57.0,72.0,62.0,65.0,60.0,57.0,69.0,68.0,71.0,66.0,70.0,64.0,77.0,70.0,56.0,83.0,69.0,63.0,74.0,72.0,67.0,66.0,53.0,67.0,68.0,69.0,64.0,13.0,8.0,12.0,10.0,12.0,Medium, High
16430,235884,O. Krusnell,19,https://cdn.sofifa.org/players/4/19/235884.png,Sweden,https://cdn.sofifa.org/flags/46.png,69,https://cdn.sofifa.org/teams/2/light/708.png,160000.0,1469,Left,1.0,3.0,2.0,No,21.0,"Aug 10, 2017",6.0,70.0,50.0,50.0,50.0,54.0,51.0,51.0,51.0,54.0,52.0,52.0,52.0,55.0,53.0,53.0,53.0,55.0,58.0,56.0,56.0,56.0,58.0,58.0,57.0,57.0,57.0,58.0,47.0,36.0,51.0,55.0,37.0,57.0,37.0,35.0,54.0,57.0,69.0,69.0,63.0,55.0,59.0,36.0,54.0,61.0,56.0,33.0,60.0,49.0,43.0,37.0,45.0,52.0,55.0,58.0,57.0,9.0,12.0,8.0,10.0,5.0,Medium, High
14344,209040,M. Hazazi,30,https://cdn.sofifa.org/players/4/19/209040.png,Saudi Arabia,https://cdn.sofifa.org/flags/183.png,61,https://cdn.sofifa.org/teams/2/light/112390.png,180000.0,1666,Right,1.0,2.0,2.0,No,88.0,"Jul 1, 2015",5.6,57.27,54.0,54.0,54.0,59.0,56.0,56.0,56.0,59.0,56.0,56.0,56.0,61.0,56.0,56.0,56.0,61.0,62.0,58.0,58.0,58.0,62.0,62.0,57.0,57.0,57.0,62.0,59.0,36.0,41.0,56.0,59.0,63.0,59.0,47.0,56.0,49.0,87.0,79.0,74.0,57.0,74.0,46.0,70.0,80.0,57.0,48.0,62.0,55.0,58.0,40.0,36.0,55.0,48.0,60.0,57.0,9.0,7.0,14.0,10.0,13.0,Medium, Medium
2389,209818,J. Brenet,24,https://cdn.sofifa.org/players/4/19/209818.png,Netherlands,https://cdn.sofifa.org/flags/34.png,77,https://cdn.sofifa.org/teams/2/light/10029.png,6000000.0,1771,Right,1.0,3.0,3.0,No,2.0,"Jul 1, 2018",5.11,74.09,59.0,59.0,59.0,67.0,63.0,63.0,63.0,67.0,65.0,65.0,65.0,70.0,66.0,66.0,66.0,70.0,74.0,70.0,70.0,70.0,74.0,74.0,71.0,71.0,71.0,74.0,69.0,36.0,66.0,68.0,35.0,73.0,30.0,31.0,61.0,69.0,89.0,85.0,70.0,72.0,69.0,30.0,59.0,79.0,66.0,31.0,71.0,69.0,58.0,56.0,56.0,62.0,69.0,69.0,76.0,16.0,11.0,13.0,10.0,9.0,High, Medium
3880,199651,Fernando Canesín,26,https://cdn.sofifa.org/players/4/19/199651.png,Brazil,https://cdn.sofifa.org/flags/54.png,74,https://cdn.sofifa.org/teams/2/light/682.png,3800000.0,1802,Right,1.0,4.0,3.0,No,55.0,"Jul 1, 2014",5.9,72.27,67.0,67.0,67.0,73.0,72.0,72.0,72.0,73.0,73.0,73.0,73.0,73.0,68.0,68.0,68.0,73.0,58.0,54.0,54.0,54.0,58.0,54.0,45.0,45.0,45.0,54.0,65.0,58.0,47.0,68.0,66.0,75.0,67.0,61.0,63.0,73.0,83.0,77.0,82.0,73.0,76.0,62.0,76.0,76.0,53.0,63.0,52.0,39.0,72.0,74.0,63.0,67.0,21.0,29.0,27.0,16.0,10.0,13.0,11.0,11.0,High, Medium
8639,224995,W. Pacheco,23,https://cdn.sofifa.org/players/4/19/224995.png,Colombia,https://cdn.sofifa.org/flags/56.png,75,https://cdn.sofifa.org/teams/2/light/112523.png,950000.0,1686,Right,1.0,2.0,2.0,No,21.0,"Jan 15, 2016",5.8,60.0,55.0,55.0,55.0,63.0,59.0,59.0,59.0,63.0,59.0,59.0,59.0,65.0,58.0,58.0,58.0,65.0,68.0,62.0,62.0,62.0,68.0,68.0,61.0,61.0,61.0,68.0,66.0,44.0,44.0,63.0,31.0,63.0,37.0,35.0,52.0,57.0,91.0,86.0,77.0,58.0,85.0,37.0,89.0,83.0,40.0,33.0,74.0,65.0,62.0,39.0,39.0,50.0,60.0,62.0,63.0,7.0,12.0,13.0,7.0,12.0,High, Medium
2892,218745,O. Ntcham,22,https://cdn.sofifa.org/players/4/19/218745.png,France,https://cdn.sofifa.org/flags/18.png,82,https://cdn.sofifa.org/teams/2/light/78.png,6000000.0,1993,Right,1.0,3.0,3.0,No,21.0,"Jul 12, 2017",5.11,81.36,69.0,69.0,69.0,71.0,71.0,71.0,71.0,71.0,73.0,73.0,73.0,72.0,74.0,74.0,74.0,72.0,72.0,74.0,74.0,74.0,72.0,71.0,70.0,70.0,70.0,71.0,62.0,56.0,51.0,76.0,60.0,75.0,69.0,70.0,72.0,74.0,75.0,75.0,71.0,65.0,74.0,75.0,55.0,82.0,80.0,73.0,70.0,69.0,66.0,70.0,72.0,72.0,72.0,73.0,63.0,8.0,14.0,14.0,6.0,6.0,High, High
2109,215064,J. Furch,28,https://cdn.sofifa.org/players/4/19/215064.png,Argentina,https://cdn.sofifa.org/flags/52.png,74,https://cdn.sofifa.org/teams/2/light/110144.png,6000000.0,1772,Right,1.0,3.0,3.0,No,9.0,"Jan 1, 2017",6.2,88.18,75.0,75.0,75.0,68.0,71.0,71.0,71.0,68.0,69.0,69.0,69.0,67.0,66.0,66.0,66.0,67.0,55.0,57.0,57.0,57.0,55.0,53.0,54.0,54.0,54.0,53.0,51.0,77.0,80.0,69.0,66.0,65.0,60.0,48.0,57.0,72.0,49.0,64.0,54.0,68.0,51.0,78.0,75.0,77.0,85.0,69.0,60.0,46.0,79.0,63.0,64.0,76.0,39.0,25.0,27.0,11.0,9.0,13.0,8.0,13.0,Medium, Low
